Title,Price,Release Date,Tags,Description,Reviews,URL,Preprocessed_Description,Preprocessed_Title,Cleaned_Description,Tokenized_Description
DOOM,Free,"12 May, 2016","['FPS', 'Gore', 'Action', 'Shooter', 'Great Soundtrack', 'Demons', 'First-Person', 'Fast-Paced', 'Singleplayer', 'Multiplayer', 'Sci-fi', 'Horror', 'Atmospheric', 'Classic', 'Blood', 'Difficult', 'Remake', 'Zombies', 'Co-op', 'Violent']","Now includes all three premium DLC packs (Unto the Evil, Hell Followed, and Bloodfall), maps, modes, and weapons, as well as all feature updates including Arcade Mode, Photo Mode, and the latest Update 6.66, which brings further multiplayer improvements as well as revamps multiplayer progression.","- 96% of the 1,066 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/379720/DOOM/?snr=1_7_7_7000_150_3,Now includes all three premium DLC packs Unto the Evil Hell Followed and Bloodfall maps modes and weapons as well as all feature updates including Arcade Mode Photo Mode and the latest Update 666 which brings further multiplayer improvements as well as revamps multiplayer progression,DOOM,includes three premium dlc pack unto evil hell followed bloodfall map mode weapon well feature update including arcade mode photo mode latest update 666 brings multiplayer improvement well revamps multiplayer progression,"['includes', 'three', 'premium', 'dlc', 'pack', 'unto', 'evil', 'hell', 'followed', 'bloodfall', 'map', 'mode', 'weapon', 'well', 'feature', 'update', 'including', 'arcade', 'mode', 'photo', 'mode', 'latest', 'update', '666', 'brings', 'multiplayer', 'improvement', 'well', 'revamps', 'multiplayer', 'progression']"
Grand Theft Auto: San Andreas – The Definitive Edition,Free,"19 Jan, 2023","['Sexual Content', 'Action', 'Open World', 'Crime', 'Third-Person Shooter', 'Adventure', 'Nudity', 'Action-Adventure', 'Violent', 'Third Person', 'Singleplayer', ""1990's"", 'Mature', 'Combat', 'Gore', 'Story Rich', 'Classic', 'Psychological Horror', 'Memes', 'Sandbox']","Grand Theft Auto: San Andreas: It’s the early ’90s. After a couple of cops frame him for homicide, Carl ‘CJ’ Johnson is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.",- 82% of the 449 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1547000/Grand_Theft_Auto_San_Andreas__The_Definitive_Edition/?snr=1_7_7_7000_150_3,Grand Theft Auto San Andreas Its the early 90s After a couple of cops frame him for homicide Carl CJ Johnson is forced on a journey that takes him across the entire state of San Andreas to save his family and to take control of the streets,Grand Theft Auto San Andreas The Definitive Edition,grand theft auto san andreas early 90 couple cop frame homicide carl cj johnson forced journey take across entire state san andreas save family take control street,"['grand', 'theft', 'auto', 'san', 'andreas', 'early', '90', 'couple', 'cop', 'frame', 'homicide', 'carl', 'cj', 'johnson', 'forced', 'journey', 'take', 'across', 'entire', 'state', 'san', 'andreas', 'save', 'family', 'take', 'control', 'street']"
Planet Zoo,Free,"5 Nov, 2019","['Management', 'Simulation', 'Building', 'Sandbox', 'Nature', 'City Builder', 'Economy', 'Realistic', 'Singleplayer', 'Family Friendly', 'Cute', 'Resource Management', 'Strategy', 'Great Soundtrack', 'Multiplayer', 'Relaxing', 'Open World', 'Casual', 'Funny', 'Horses']","Build a world for wildlife in Planet Zoo. From the developers of Planet Coaster and Zoo Tycoon comes the ultimate zoo sim. Construct detailed habitats, manage your zoo, and meet authentic living animals who think, feel and explore the world you create around them.",- 92% of the 767 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/703080/Planet_Zoo/?snr=1_7_7_7000_150_3,Build a world for wildlife in Planet Zoo From the developers of Planet Coaster and Zoo Tycoon comes the ultimate zoo sim Construct detailed habitats manage your zoo and meet authentic living animals who think feel and explore the world you create around them,Planet Zoo,build world wildlife planet zoo developer planet coaster zoo tycoon come ultimate zoo sim construct detailed habitat manage zoo meet authentic living animal think feel explore world create around,"['build', 'world', 'wildlife', 'planet', 'zoo', 'developer', 'planet', 'coaster', 'zoo', 'tycoon', 'come', 'ultimate', 'zoo', 'sim', 'construct', 'detailed', 'habitat', 'manage', 'zoo', 'meet', 'authentic', 'living', 'animal', 'think', 'feel', 'explore', 'world', 'create', 'around']"
Outer Wilds,Free,"18 Jun, 2020","['Exploration', 'Space', 'Mystery', 'Story Rich', 'Adventure', 'Great Soundtrack', 'Atmospheric', 'Puzzle', 'Open World', 'Singleplayer', 'Sci-fi', 'Indie', 'Horror', 'First-Person', 'Beautiful', 'Psychological Horror', 'Epic', 'Simulation', '3D', 'Action']","Named Game of the Year 2019 by Giant Bomb, Polygon, Eurogamer, and The Guardian, Outer Wilds is a critically-acclaimed and award-winning open world mystery about a solar system trapped in an endless time loop.","- 94% of the 1,760 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/753640/Outer_Wilds/?snr=1_7_7_7000_150_3,Named  of the Year 2019 by Giant Bomb Polygon Eurogamer and The Guardian Outer Wilds is a criticallyacclaimed and awardwinning open world mystery about a solar system trapped in an endless time loop,Outer Wilds,named year 2019 giant bomb polygon eurogamer guardian outer wild criticallyacclaimed awardwinning open world mystery solar system trapped endless time loop,"['named', 'year', '2019', 'giant', 'bomb', 'polygon', 'eurogamer', 'guardian', 'outer', 'wild', 'criticallyacclaimed', 'awardwinning', 'open', 'world', 'mystery', 'solar', 'system', 'trapped', 'endless', 'time', 'loop']"
BeamNG.drive,Free,"29 May, 2015","['Simulation', 'Driving', 'Physics', 'Realistic', 'Destruction', 'Automobile Sim', 'Open World', 'Sandbox', 'Racing', 'Moddable', 'Multiplayer', 'Singleplayer', 'Early Access', 'First-Person', 'Third Person', 'Exploration', 'Funny', 'Action', 'Adventure', 'Flight']",A dynamic soft-body physics vehicle simulator capable of doing just about anything.,"- 96% of the 6,996 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/284160/BeamNGdrive/?snr=1_7_7_7000_150_3,A dynamic softbody physics vehicle simulator capable of doing just about anything,BeamNGdrive,dynamic softbody physic vehicle simulator capable anything,"['dynamic', 'softbody', 'physic', 'vehicle', 'simulator', 'capable', 'anything']"
Like a Dragon: Infinite Wealth,Free,"25 Jan, 2024","['Action', 'JRPG', 'Adventure', 'Turn-Based Combat', 'Sexual Content', 'Comedy', 'Story Rich', 'Emotional', 'Funny', 'Singleplayer', 'Action RPG', 'Violent', 'Turn-Based', 'Action-Adventure', 'RPG', ""Beat 'em up"", 'Martial Arts', 'Gore', 'Colorful', 'Great Soundtrack']","Two larger-than-life heroes, Ichiban Kasuga and Kazuma Kiryu are brought together by the hand of fate, or perhaps something more sinister… Live it up in Japan and explore all that Hawaii has to offer in an RPG adventure so big it spans the Pacific.",- 92% of the 453 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2072450/Like_a_Dragon_Infinite_Wealth/?snr=1_7_7_7000_150_3,Two largerthanlife heroes Ichiban Kasuga and Kazuma Kiryu are brought together by the hand of fate or perhaps something more sinister Live it up in Japan and explore all that Hawaii has to offer in an RPG adventure so big it spans the Pacific,Like a Dragon Infinite Wealth,two largerthanlife hero ichiban kasuga kazuma kiryu brought together hand fate perhaps something sinister live japan explore hawaii offer rpg adventure big span pacific,"['two', 'largerthanlife', 'hero', 'ichiban', 'kasuga', 'kazuma', 'kiryu', 'brought', 'together', 'hand', 'fate', 'perhaps', 'something', 'sinister', 'live', 'japan', 'explore', 'hawaii', 'offer', 'rpg', 'adventure', 'big', 'span', 'pacific']"
Raft,Free,"20 Jun, 2022","['Survival', 'Multiplayer', 'Open World Survival Craft', 'Co-op', 'Crafting', 'Open World', 'Building', 'Base Building', 'Online Co-Op', 'Adventure', 'Sandbox', 'First-Person', 'Singleplayer', 'Underwater', 'Early Access', 'Simulation', 'Action', 'Indie', 'Strategy', 'Massively Multiplayer']","Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!","- 91% of the 4,201 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_7000_150_3,RaftTM throws you and your friends into an epic oceanic adventure Alone or together players battle to survive a perilous voyage across a vast sea Gather debris scavenge reefs and build your own floating home but be wary of the maneating sharks,Raft,rafttm throw friend epic oceanic adventure alone together player battle survive perilous voyage across vast sea gather debris scavenge reef build floating home wary maneating shark,"['rafttm', 'throw', 'friend', 'epic', 'oceanic', 'adventure', 'alone', 'together', 'player', 'battle', 'survive', 'perilous', 'voyage', 'across', 'vast', 'sea', 'gather', 'debris', 'scavenge', 'reef', 'build', 'floating', 'home', 'wary', 'maneating', 'shark']"
iRacing,Free,"12 Jan, 2015","['Racing', 'Automobile Sim', 'Simulation', 'VR', 'Sports', 'Driving', 'Multiplayer', 'Massively Multiplayer', 'Realistic', 'Singleplayer', 'Controller', 'eSports', 'First-Person', 'Action', 'Sexual Content']","We are the world’s premier motorsports racing game. An iRacing membership provides entry into the newest form of motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.",- 81% of the 105 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/266410/iRacing/?snr=1_7_7_7000_150_3,We are the worlds premier motorsports racing  An iRacing membership provides entry into the newest form of motorsport internet racing Internet racing is a fun easy and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home,iRacing,world premier motorsports racing iracing membership provides entry newest form motorsport internet racing internet racing fun easy inexpensive way race fan gamers alike enjoy thrill racetrack comfort home,"['world', 'premier', 'motorsports', 'racing', 'iracing', 'membership', 'provides', 'entry', 'newest', 'form', 'motorsport', 'internet', 'racing', 'internet', 'racing', 'fun', 'easy', 'inexpensive', 'way', 'race', 'fan', 'gamers', 'alike', 'enjoy', 'thrill', 'racetrack', 'comfort', 'home']"
Microsoft Flight Simulator 2024,Free,"19 Nov, 2024","['Simulation', 'Flight', 'Realistic', 'VR', 'Hobby Sim', 'Multiplayer', 'Singleplayer', 'Atmospheric', 'Family Friendly', 'Exploration', 'Sandbox', 'Nature', 'Relaxing', 'Open World', 'Nonlinear', 'Immersive Sim', 'Character Customization', 'Physics', 'Colorful', 'Psychological Horror']",Explore the world with our largest fleet of aircraft and take simulation to new heights while pursuing your aviation career within Microsoft Flight Simulator 2024.,"- 47% of the 1,545 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2537590/Microsoft_Flight_Simulator_2024/?snr=1_7_7_7000_150_3,Explore the world with our largest fleet of aircraft and take simulation to new heights while pursuing your aviation career within Microsoft Flight Simulator 2024,Microsoft Flight Simulator 2024,explore world largest fleet aircraft take simulation new height pursuing aviation career within microsoft flight simulator 2024,"['explore', 'world', 'largest', 'fleet', 'aircraft', 'take', 'simulation', 'new', 'height', 'pursuing', 'aviation', 'career', 'within', 'microsoft', 'flight', 'simulator', '2024']"
Luma Island,Free,"20 Nov, 2024","['RPG', 'Co-op', 'Mining', 'Farming Sim', 'Adventure', 'Simulation', 'Crafting', 'Fishing', 'Agriculture', 'Exploration', 'Creature Collector', 'Casual', 'Multiplayer', 'Open World', 'Online Co-Op', 'Singleplayer', 'Character Customization', 'Cute', 'Building', 'Farming']","Travel to Luma Island to go on an epic adventure by yourself or with your friends and family. Build your dream farm, master professions, collect magical Lumas, find treasures and unravel the mysteries of the island.",- 85% of the 624 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2408820/Luma_Island/?snr=1_7_7_7000_150_3,Travel to Luma Island to go on an epic adventure by yourself or with your friends and family Build your dream farm master professions collect magical Lumas find treasures and unravel the mysteries of the island,Luma Island,travel luma island go epic adventure friend family build dream farm master profession collect magical lumas find treasure unravel mystery island,"['travel', 'luma', 'island', 'go', 'epic', 'adventure', 'friend', 'family', 'build', 'dream', 'farm', 'master', 'profession', 'collect', 'magical', 'lumas', 'find', 'treasure', 'unravel', 'mystery', 'island']"
Tom Clancy's Ghost Recon® Breakpoint,Free,"23 Jan, 2023","['Open World', 'Co-op', 'Multiplayer', 'Shooter', 'Singleplayer', 'Action', 'Military', 'Third-Person Shooter', 'Stealth', 'Adventure', 'Realistic', 'Online Co-Op', 'Third Person', 'Tactical', 'Character Customization', 'FPS', 'Violent', 'Looter Shooter', 'Gore', 'Sexual Content']","Become a Ghost, fighting against a rogue spec ops faction called the Wolves, in the latest Tom Clancy's Ghost Recon®!",- 78% of the 921 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2231380/Tom_Clancys_Ghost_Recon_Breakpoint/?snr=1_7_7_7000_150_3,Become a Ghost fighting against a rogue spec ops faction called the Wolves in the latest Tom Clancys Ghost Recon,Tom Clancys Ghost Recon Breakpoint,become ghost fighting rogue spec ops faction called wolf latest tom clancys ghost recon,"['become', 'ghost', 'fighting', 'rogue', 'spec', 'ops', 'faction', 'called', 'wolf', 'latest', 'tom', 'clancys', 'ghost', 'recon']"
Torchlight: Infinite,Free,"9 May, 2023","['RPG', 'Loot', 'Hack and Slash', 'Action RPG', 'Action', 'Adventure', 'Multiplayer', 'Dungeon Crawler', 'Combat', 'Top-Down', 'Action-Adventure', 'Singleplayer', 'Free to Play', 'Drama', 'Fantasy', 'Story Rich', 'Character Customization', 'Time Travel', 'Co-op', 'Magic']","The fate of Ember Technology is in your hands. With abounding hero build possibilities, dive into an epic journey with endless loot, adrenaline-pumping fights & new seasonal contents.",- 66% of the 558 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1974050/Torchlight_Infinite/?snr=1_7_7_7000_150_3,The fate of Ember Technology is in your hands With abounding hero build possibilities dive into an epic journey with endless loot adrenalinepumping fights  new seasonal contents,Torchlight Infinite,fate ember technology hand abounding hero build possibility dive epic journey endless loot adrenalinepumping fight new seasonal content,"['fate', 'ember', 'technology', 'hand', 'abounding', 'hero', 'build', 'possibility', 'dive', 'epic', 'journey', 'endless', 'loot', 'adrenalinepumping', 'fight', 'new', 'seasonal', 'content']"
